event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum
1987-01-01 02:22:00,1987-01-01 02:25:00,1987-01-01 02:27:00,B1.5,0
1987-01-01 04:05:00,1987-01-01 04:19:00,1987-01-01 04:28:00,B2.2,0
1987-01-01 06:23:00,1987-01-01 06:24:00,1987-01-01 06:25:00,B2.0,0
1987-01-01 07:37:00,1987-01-01 07:38:00,1987-01-01 07:39:00,B1.1,0
1987-01-01 07:42:00,1987-01-01 07:43:00,1987-01-01 07:44:00,B1.4,0
1987-01-01 09:38:00,1987-01-01 09:52:00,1987-01-01 09:57:00,B2.6,0
1987-01-01 13:03:00,1987-01-01 13:05:00,1987-01-01 13:06:00,B3.4,0
1987-01-01 14:55:00,1987-01-01 14:55:00,1987-01-01 15:13:00,B7.9,4763
1987-01-01 16:24:00,1987-01-01 16:27:00,1987-01-01 17:00:00,B1.8,4763
1987-01-13 21:59:00,1987-01-13 22:01:00,1987-01-13 22:02:00,B1.1,0
1987-01-14 03:48:00,1987-01-14 03:59:00,1987-01-14 04:04:00,B2.1,0
1987-01-16 00:15:00,1987-01-16 00:17:00,1987-01-16 00:18:00,B1.4,0
1987-01-21 03:22:00,1987-01-21 03:23:00,1987-01-21 03:24:00,B1.3,0
1987-01-21 10:13:00,1987-01-21 10:14:00,1987-01-21 10:15:00,B2.5,0
1987-01-21 13:20:00,1987-01-21 13:21:00,1987-01-21 13:22:00,B1.1,0
1987-01-21 16:12:00,1987-01-21 16:14:00,1987-01-21 16:15:00,B1.0,0
1987-01-21 17:00:00,1987-01-21 17:02:00,1987-01-21 17:09:00,B1.0,4765
1987-01-21 19:58:00,1987-01-21 20:01:00,1987-01-21 20:16:00,B1.3,4765
1987-01-21 22:37:00,1987-01-21 22:37:00,1987-01-21 22:42:00,B2.4,4765
1987-01-22 07:54:00,1987-01-22 08:13:00,1987-01-22 08:19:00,B3.2,0
1987-01-22 08:04:00,1987-01-22 08:11:00,1987-01-22 08:28:00,B3.1,4765
1987-01-22 08:23:00,1987-01-22 08:28:00,1987-01-22 08:34:00,B3.2,0
1987-01-22 10:44:00,1987-01-22 10:50:00,1987-01-22 10:56:00,B2.7,0
1987-01-22 11:26:00,1987-01-22 11:26:00,1987-01-22 11:43:00,B3.8,4765
1987-01-22 12:24:00,1987-01-22 12:27:00,1987-01-22 12:28:00,B1.6,0
1987-01-22 12:56:00,1987-01-22 12:59:00,1987-01-22 13:00:00,B1.8,0
1987-01-22 12:57:00,1987-01-22 12:59:00,1987-01-22 13:00:00,B1.8,0
1987-01-22 14:18:00,1987-01-22 14:22:00,1987-01-22 14:26:00,B1.8,0
1987-01-22 16:45:00,1987-01-22 16:54:00,1987-01-22 17:22:00,C2.5,4765
1987-01-22 20:24:00,1987-01-22 20:25:00,1987-01-22 20:27:00,B2.0,4765
1987-01-22 22:40:00,1987-01-22 22:42:00,1987-01-22 22:57:00,B2.3,4765
1987-01-22 23:57:00,1987-01-23 00:03:00,1987-01-23 00:07:00,B2.3,0
1987-01-23 08:45:00,1987-01-23 08:47:00,1987-01-23 08:48:00,B7.4,0
1987-01-23 13:28:00,1987-01-23 13:29:00,1987-01-23 13:30:00,B1.1,0
1987-01-23 15:13:00,1987-01-23 15:15:00,1987-01-23 15:16:00,B1.2,0
1987-01-23 23:44:00,1987-01-23 23:47:00,1987-01-23 23:51:00,C1.4,4765
1987-01-26 14:18:00,1987-01-26 14:32:00,1987-01-26 14:46:00,B3.8,4765
1987-01-26 15:01:00,1987-01-26 15:11:00,1987-01-26 15:57:00,C1.4,4765
1987-02-23 22:33:00,1987-02-23 22:36:00,1987-02-23 22:39:00,B1.4,0
1987-02-26 06:40:00,1987-02-26 06:47:00,1987-02-26 06:52:00,B1.0,4773
1987-02-26 07:44:00,1987-02-26 07:48:00,1987-02-26 07:51:00,B2.8,0
1987-02-26 09:38:00,1987-02-26 09:56:00,1987-02-26 10:05:00,B1.0,0
1987-02-28 07:00:00,1987-02-28 07:06:00,1987-02-28 07:46:00,C3.0,4773
1987-02-28 10:38:00,1987-02-28 10:50:00,1987-02-28 11:28:00,B6.4,0
1987-02-28 15:05:00,1987-02-28 15:20:00,1987-02-28 15:24:00,B2.0,4773
1987-02-28 16:30:00,1987-02-28 16:32:00,1987-02-28 17:00:00,C2.0,4773
1987-02-28 21:59:00,1987-02-28 22:15:00,1987-02-28 22:35:00,B2.0,4773
1987-03-01 04:40:00,1987-03-01 04:41:00,1987-03-01 04:56:00,B2.1,4773
1987-03-01 10:10:00,1987-03-01 10:13:00,1987-03-01 10:15:00,B1.0,0
1987-03-01 11:18:00,1987-03-02 00:00:00,1987-03-01 11:50:00,B6.2,4773
1987-03-02 03:16:00,1987-03-02 03:20:00,1987-03-02 03:23:00,B1.0,0
1987-03-02 09:28:00,1987-03-02 09:31:00,1987-03-02 09:34:00,B2.8,4773
1987-03-02 10:18:00,1987-03-02 10:20:00,1987-03-02 10:26:00,B7.2,4773
1987-03-02 10:43:00,1987-03-02 10:44:00,1987-03-02 11:07:00,B2.2,4773
1987-03-06 06:24:00,1987-03-06 06:30:00,1987-03-06 06:43:00,B2.2,0
1987-03-06 16:55:00,1987-03-06 16:59:00,1987-03-06 17:03:00,B1.1,0
1987-03-06 19:33:00,1987-03-06 19:38:00,1987-03-06 19:42:00,B1.3,0
1987-03-07 04:38:00,1987-03-07 04:42:00,1987-03-07 04:48:00,B1.1,0
1987-03-07 05:13:00,1987-03-07 05:19:00,1987-03-07 05:21:00,B1.1,0
1987-03-07 08:30:00,1987-03-07 08:31:00,1987-03-07 08:37:00,B1.1,4778
1987-03-07 08:47:00,1987-03-07 08:50:00,1987-03-07 08:56:00,B1.1,4778
1987-03-07 13:39:00,1987-03-07 13:43:00,1987-03-07 13:45:00,B1.1,0
1987-03-07 22:41:00,1987-03-07 22:44:00,1987-03-07 22:51:00,B1.2,0
1987-03-08 09:55:00,1987-03-08 10:00:00,1987-03-08 10:12:00,B1.1,0
1987-03-08 11:09:00,1987-03-08 11:18:00,1987-03-08 11:23:00,B1.2,0
1987-03-08 11:30:00,1987-03-08 11:34:00,1987-03-08 11:40:00,B6.1,0
1987-03-08 12:05:00,1987-03-08 12:31:00,1987-03-08 12:41:00,B2.9,0
1987-03-08 12:45:00,1987-03-08 12:48:00,1987-03-08 12:50:00,B2.0,0
1987-03-08 13:26:00,1987-03-08 13:31:00,1987-03-08 13:33:00,B1.4,0
1987-03-08 13:51:00,1987-03-08 14:02:00,1987-03-08 14:11:00,B1.6,0
1987-03-08 14:21:00,1987-03-08 14:24:00,1987-03-08 14:31:00,B2.3,0
1987-03-08 14:42:00,1987-03-08 15:06:00,1987-03-08 15:15:00,B3.5,0
1987-03-08 15:42:00,1987-03-08 17:38:00,1987-03-08 18:28:00,B1.9,4778
1987-03-08 16:26:00,1987-03-08 16:29:00,1987-03-08 16:31:00,B1.0,0
1987-03-08 16:47:00,1987-03-08 17:36:00,1987-03-08 18:33:00,B8.8,4778
1987-03-08 17:59:00,1987-03-08 18:03:00,1987-03-08 18:05:00,B1.9,0
1987-03-08 18:34:00,1987-03-08 19:28:00,1987-03-08 20:34:00,C1.9,4778
1987-03-08 22:12:00,1987-03-08 22:28:00,1987-03-08 22:36:00,B1.1,0
1987-03-08 23:23:00,1987-03-08 23:31:00,1987-03-08 23:33:00,B1.8,0
1987-03-08 23:37:00,1987-03-09 00:09:00,1987-03-09 00:26:00,B8.1,0
1987-03-09 02:13:00,1987-03-09 02:58:00,1987-03-09 03:02:00,B1.1,0
1987-03-09 04:33:00,1987-03-09 04:40:00,1987-03-09 04:45:00,B1.1,0
1987-03-09 05:18:00,1987-03-09 05:32:00,1987-03-09 05:42:00,B3.5,0
1987-03-09 06:37:00,1987-03-09 06:37:00,1987-03-09 06:46:00,B3.6,4778
1987-03-10 21:15:00,1987-03-10 21:18:00,1987-03-10 21:20:00,B1.0,0
1987-03-11 04:06:00,1987-03-11 04:16:00,1987-03-11 04:22:00,C1.1,4778
1987-03-12 11:55:00,1987-03-12 12:03:00,1987-03-12 12:14:00,B1.3,0
1987-03-12 23:58:00,1987-03-13 00:09:00,1987-03-13 00:23:00,B1.6,0
1987-03-13 03:37:00,1987-03-13 03:46:00,1987-03-13 03:56:00,B3.2,4779
1987-03-13 07:41:00,1987-03-13 07:53:00,1987-03-13 08:02:00,B4.5,0
1987-03-13 10:11:00,1987-03-13 10:27:00,1987-03-13 10:38:00,B1.2,0
1987-03-13 11:35:00,1987-03-13 12:24:00,1987-03-13 12:52:00,B2.0,0
1987-03-13 18:39:00,1987-03-13 18:46:00,1987-03-13 18:49:00,B1.1,0
1987-03-13 21:25:00,1987-03-13 21:26:00,1987-03-13 21:52:00,C5.5,4779
1987-03-14 05:56:00,1987-03-14 05:59:00,1987-03-14 06:02:00,B1.1,0
1987-03-14 06:14:00,1987-03-14 06:17:00,1987-03-14 06:19:00,B1.0,0
