event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum
1997-12-31 23:52:00,1997-12-31 23:58:00,1998-01-01 00:07:00,B7.2,0
1998-01-01 01:20:00,1998-01-01 01:34:00,1998-01-01 01:39:00,C1.8,0
1998-01-01 02:47:00,1998-01-01 02:50:00,1998-01-01 02:55:00,B3.9,0
1998-01-01 03:01:00,1998-01-01 03:07:00,1998-01-01 03:11:00,M1.1,0
1998-01-01 06:13:00,1998-01-01 06:19:00,1998-01-01 06:25:00,B6.5,0
1998-01-01 06:36:00,1998-01-01 06:43:00,1998-01-01 06:50:00,B5.4,0
1998-01-01 06:52:00,1998-01-01 07:04:00,1998-01-01 07:10:00,C2.4,0
1998-01-01 08:23:00,1998-01-01 08:28:00,1998-01-01 08:33:00,B3.1,0
1998-01-01 09:15:00,1998-01-01 09:30:00,1998-01-01 09:39:00,B5.2,0
1998-01-01 15:59:00,1998-01-01 16:13:00,1998-01-01 16:21:00,B5.4,0
1998-01-01 19:45:00,1998-01-01 19:52:00,1998-01-01 19:59:00,C1.0,0
1998-01-01 21:15:00,1998-01-01 21:19:00,1998-01-01 21:23:00,B3.4,0
1998-01-02 00:15:00,1998-01-02 00:25:00,1998-01-02 00:28:00,B7.2,0
1998-01-02 02:33:00,1998-01-02 02:39:00,1998-01-02 02:47:00,B7.9,0
1998-01-02 06:03:00,1998-01-02 06:07:00,1998-01-02 06:20:00,B4.0,0
1998-01-02 06:41:00,1998-01-02 06:50:00,1998-01-02 07:03:00,B7.5,0
1998-01-02 09:13:00,1998-01-02 09:28:00,1998-01-02 09:35:00,C6.4,0
1998-01-02 12:18:00,1998-01-02 12:32:00,1998-01-02 12:41:00,C1.2,0
1998-01-02 12:57:00,1998-01-02 13:03:00,1998-01-02 13:07:00,M1.2,0
1998-01-02 13:37:00,1998-01-02 13:40:00,1998-01-02 13:44:00,B5.5,0
1998-01-02 13:47:00,1998-01-02 13:51:00,1998-01-02 13:54:00,B8.5,0
1998-01-02 14:09:00,1998-01-02 14:13:00,1998-01-02 14:15:00,B6.7,0
1998-01-02 16:03:00,1998-01-02 16:08:00,1998-01-02 16:10:00,B3.4,0
1998-01-02 16:20:00,1998-01-02 16:26:00,1998-01-02 16:29:00,B4.3,8130
1998-01-02 17:25:00,1998-01-02 17:28:00,1998-01-02 17:31:00,B3.3,0
1998-01-02 17:49:00,1998-01-02 17:53:00,1998-01-02 17:59:00,B5.2,0
1998-01-02 18:33:00,1998-01-02 18:40:00,1998-01-02 18:43:00,B6.1,0
1998-01-02 19:44:00,1998-01-02 19:47:00,1998-01-02 19:50:00,B3.1,0
1998-01-02 20:10:00,1998-01-02 20:14:00,1998-01-02 20:24:00,B2.5,0
1998-01-02 23:35:00,1998-01-03 02:25:00,1998-01-03 06:30:00,B6.4,0
