event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum
1977-01-01 23:50:00,1977-01-01 23:50:00,1977-01-01 23:55:00,C0.0,764
1977-01-04 17:22:00,1977-01-04 17:26:00,1977-01-04 17:28:00,C3.0,764
1977-01-05 14:57:00,1977-01-06 00:00:00,1977-01-05 15:10:00,C0.0,766
1977-01-11 13:28:00,1977-01-11 13:40:00,1977-01-11 13:50:00,C0.0,768
1977-01-12 13:16:00,1977-01-12 13:23:00,1977-01-12 13:45:00,C2.0,768
1977-01-12 18:05:00,1977-01-13 00:00:00,1977-01-12 19:00:00,C4.0,768
1977-01-12 22:14:00,1977-01-12 22:16:00,1977-01-12 22:18:00,C7.0,768
1977-01-13 01:11:00,1977-01-13 01:13:00,1977-01-13 01:31:00,C5.0,768
1977-01-31 17:26:00,1977-01-31 17:30:00,1977-01-31 17:35:00,M2.0,779
1977-02-02 02:15:00,1977-02-02 02:16:00,1977-02-02 02:18:00,C0.0,779
1977-02-02 03:22:00,1977-02-02 03:23:00,1977-02-02 03:26:00,C0.0,779
1977-02-02 04:25:00,1977-02-02 05:05:00,1977-02-02 06:15:00,C5.0,779
1977-02-08 18:58:00,1977-02-08 19:04:00,1977-02-08 19:17:00,C2.0,782
1977-02-08 22:12:00,1977-02-08 22:12:00,1977-02-08 22:12:00,C1.0,782
1977-02-09 14:58:00,1977-02-09 15:05:00,1977-02-09 15:21:00,C0.0,784
1977-02-09 17:00:00,1977-02-09 17:04:00,1977-02-09 17:10:00,C0.0,782
1977-02-11 21:27:00,1977-02-11 21:40:00,1977-02-11 21:52:00,M1.0,782
1977-02-13 17:08:00,1977-02-13 17:16:00,1977-02-13 17:27:00,C6.0,782
1977-02-14 14:09:00,1977-02-14 14:12:00,1977-02-14 14:30:00,C0.0,782
1977-02-17 13:39:00,1977-02-17 13:50:00,1977-02-17 14:18:00,C0.0,787
1977-02-17 15:31:00,1977-02-17 15:54:00,1977-02-17 16:05:00,M1.0,782
1977-02-18 23:44:00,1977-02-18 23:50:00,1977-02-18 23:58:00,C1.0,787
1977-03-08 14:25:00,1977-03-08 14:30:00,1977-03-08 14:55:00,C0.0,790
1977-03-08 17:07:00,1977-03-08 17:12:00,1977-03-08 17:36:00,C2.0,792
1977-04-06 20:07:00,1977-04-06 20:10:00,1977-04-06 20:21:00,C0.0,804
1977-04-07 02:54:00,1977-04-07 02:54:00,1977-04-07 03:04:00,C1.0,804
1977-04-13 17:27:00,1977-04-13 17:29:00,1977-04-13 17:36:00,C7.0,807
1977-04-13 21:30:00,1977-04-13 21:32:00,1977-04-13 21:44:00,C9.0,807
1977-04-13 22:18:00,1977-04-13 22:20:00,1977-04-13 22:55:00,C7.0,807
1977-04-13 23:34:00,1977-04-13 23:44:00,1977-04-13 23:59:00,M2.0,807
1977-04-14 22:14:00,1977-04-14 22:14:00,1977-04-14 22:25:00,C1.0,807
1977-04-15 01:53:00,1977-04-15 01:56:00,1977-04-15 02:14:00,C1.0,807
1977-04-15 05:38:00,1977-04-15 05:43:00,1977-04-15 06:00:00,C1.0,807
1977-04-15 08:57:00,1977-04-15 09:01:00,1977-04-15 09:16:00,C4.0,807
1977-04-15 17:26:00,1977-04-15 17:31:00,1977-04-15 17:40:00,C0.0,807
1977-04-16 11:41:00,1977-04-16 11:48:00,1977-04-16 11:57:00,C1.0,807
1977-04-16 17:30:00,1977-04-16 17:30:00,1977-04-16 17:57:00,C2.0,807
1977-04-16 21:09:00,1977-04-16 21:15:00,1977-04-16 21:41:00,C8.0,807
1977-04-16 23:07:00,1977-04-16 23:18:00,1977-04-16 23:35:00,M1.0,807
1977-04-17 10:50:00,1977-04-17 10:59:00,1977-04-17 11:16:00,C6.0,807
1977-04-17 22:10:00,1977-04-17 22:13:00,1977-04-17 22:27:00,C1.0,807
1977-04-19 07:25:00,1977-04-19 07:28:00,1977-04-19 07:30:00,C3.0,0
1977-04-20 16:37:00,1977-04-20 16:43:00,1977-04-20 16:50:00,C1.0,807
1977-04-21 15:37:00,1977-04-21 15:42:00,1977-04-21 15:49:00,C0.0,807
1977-05-03 14:52:00,1977-05-03 15:00:00,1977-05-03 15:10:00,C4.0,814
1977-05-03 18:06:00,1977-05-03 18:16:00,1977-05-03 18:25:00,M1.0,814
1977-05-04 11:20:00,1977-05-04 11:25:00,1977-05-04 11:38:00,C2.0,814
1977-05-04 16:40:00,1977-05-04 16:41:00,1977-05-04 16:52:00,C1.0,814
1977-05-04 17:25:00,1977-05-04 17:28:00,1977-05-04 17:41:00,C0.0,814
1977-05-06 06:33:00,1977-05-06 06:40:00,1977-05-06 06:55:00,C2.0,814
1977-05-06 20:41:00,1977-05-06 20:42:00,1977-05-06 20:49:00,C0.0,814
1977-05-30 14:20:00,1977-05-30 14:21:00,1977-05-30 14:26:00,C1.0,828
1977-06-13 04:00:00,1977-06-13 04:15:00,1977-06-13 05:21:00,C2.0,833
1977-06-17 10:55:00,1977-06-17 10:58:00,1977-06-17 11:20:00,C1.0,833
1977-06-23 23:59:00,1977-06-24 00:02:00,1977-06-24 00:20:00,C2.0,839
1977-06-24 14:55:00,1977-06-24 14:58:00,1977-06-24 15:55:00,C1.0,837
1977-06-24 20:23:00,1977-06-24 20:26:00,1977-06-24 20:33:00,C1.0,839
1977-06-24 22:12:00,1977-06-24 22:15:00,1977-06-24 22:19:00,C1.0,839
1977-06-24 22:17:00,1977-06-24 22:19:00,1977-06-24 22:21:00,C4.0,837
1977-06-25 10:56:00,1977-06-25 10:59:00,1977-06-25 11:10:00,C7.0,839
1977-06-25 14:25:00,1977-06-25 14:29:00,1977-06-25 14:41:00,C9.0,839
1977-06-25 20:31:00,1977-06-25 20:35:00,1977-06-25 20:38:00,C3.0,837
1977-06-26 10:18:00,1977-06-26 10:21:00,1977-06-26 10:43:00,M2.0,839
1977-06-26 13:36:00,1977-06-26 13:41:00,1977-06-26 13:49:00,M2.0,837
1977-06-26 15:50:00,1977-06-26 15:52:00,1977-06-26 15:57:00,C8.0,839
1977-06-27 01:27:00,1977-06-27 01:48:00,1977-06-27 02:08:00,C5.0,839
1977-06-27 03:33:00,1977-06-27 03:38:00,1977-06-27 03:47:00,C2.0,837
1977-06-27 04:18:00,1977-06-27 04:19:00,1977-06-27 04:23:00,C8.0,837
1977-06-27 05:28:00,1977-06-27 05:31:00,1977-06-27 05:37:00,M1.0,837
1977-06-27 06:23:00,1977-06-27 06:28:00,1977-06-27 06:40:00,C2.0,837
1977-06-27 11:48:00,1977-06-27 11:51:00,1977-06-27 11:56:00,C2.0,839
1977-06-27 15:40:00,1977-06-27 15:55:00,1977-06-27 16:15:00,C7.0,839
1977-06-28 00:03:00,1977-06-28 00:13:00,1977-06-28 00:23:00,C6.0,839
1977-06-28 02:31:00,1977-06-29 00:00:00,1977-06-28 02:35:00,C1.0,839
1977-06-28 04:28:00,1977-06-29 00:00:00,1977-06-28 04:44:00,C1.0,837
1977-06-30 03:05:00,1977-06-30 03:06:00,1977-06-30 03:10:00,C0.0,839
1977-07-03 23:55:00,1977-07-03 23:56:00,1977-07-04 00:00:00,C0.0,843
1977-07-06 23:09:00,1977-07-06 23:10:00,1977-07-06 23:16:00,C0.0,846
