event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum
1976-01-12 15:00:00,1976-01-12 15:01:00,1976-01-12 15:08:00,C5.0,676
1976-01-12 18:33:00,1976-01-12 18:57:00,1976-01-12 19:32:00,C1.0,676
1976-01-12 20:49:00,1976-01-12 20:53:00,1976-01-12 20:56:00,C0.0,676
1976-01-12 21:09:00,1976-01-12 21:10:00,1976-01-12 21:17:00,C1.0,676
1976-01-12 22:55:00,1976-01-12 22:56:00,1976-01-12 23:00:00,C2.0,676
1976-01-13 08:58:00,1976-01-13 09:03:00,1976-01-13 09:16:00,C6.0,676
1976-01-14 03:14:00,1976-01-14 03:17:00,1976-01-14 03:20:00,C2.0,676
1976-01-14 09:17:00,1976-01-14 09:19:00,1976-01-14 09:26:00,C3.0,676
1976-01-14 10:44:00,1976-01-14 10:47:00,1976-01-14 10:55:00,C4.0,676
1976-01-14 11:55:00,1976-01-14 12:03:00,1976-01-14 12:07:00,C4.0,676
1976-01-14 13:39:00,1976-01-14 13:41:00,1976-01-14 13:50:00,C4.0,676
1976-01-14 18:32:00,1976-01-14 18:39:00,1976-01-14 19:32:00,C2.0,676
1976-01-14 21:52:00,1976-01-14 21:53:00,1976-01-14 22:14:00,C4.0,676
1976-01-15 02:07:00,1976-01-15 02:24:00,1976-01-15 02:41:00,C1.0,676
1976-01-18 11:31:00,1976-01-18 11:33:00,1976-01-18 11:41:00,C0.0,676
1976-01-19 02:16:00,1976-01-19 02:16:00,1976-01-19 02:19:00,C1.0,676
1976-01-20 01:43:00,1976-01-20 01:44:00,1976-01-20 02:02:00,C0.0,676
1976-03-14 18:30:00,1976-03-14 18:39:00,1976-03-14 18:48:00,C0.0,686
1976-03-18 11:04:00,1976-03-18 11:08:00,1976-03-18 11:16:00,C0.0,688
1976-03-18 14:11:00,1976-03-18 14:14:00,1976-03-18 14:24:00,C0.0,688
1976-03-20 07:54:00,1976-03-20 07:54:00,1976-03-20 08:03:00,C3.0,688
1976-03-20 10:03:00,1976-03-20 10:05:00,1976-03-20 10:19:00,C0.0,688
1976-03-20 14:35:00,1976-03-20 14:38:00,1976-03-20 14:56:00,C0.0,688
1976-03-20 21:51:00,1976-03-20 21:55:00,1976-03-20 22:16:00,C4.0,688
1976-03-20 22:40:00,1976-03-20 22:40:00,1976-03-20 22:53:00,C2.0,688
1976-03-21 01:28:00,1976-03-21 01:41:00,1976-03-21 02:07:00,C5.0,688
1976-03-21 07:56:00,1976-03-21 08:00:00,1976-03-21 08:35:00,M4.0,688
1976-03-21 09:49:00,1976-03-21 09:51:00,1976-03-21 10:04:00,C3.0,688
1976-03-21 18:29:00,1976-03-21 18:45:00,1976-03-21 19:17:00,M2.0,688
1976-03-21 22:31:00,1976-03-21 22:34:00,1976-03-21 22:36:00,C6.0,688
1976-03-22 01:21:00,1976-03-22 01:25:00,1976-03-22 01:27:00,C2.0,688
1976-03-22 21:56:00,1976-03-22 22:03:00,1976-03-22 22:21:00,C5.0,688
1976-03-24 00:17:00,1976-03-24 00:19:00,1976-03-24 00:36:00,M1.0,688
1976-03-25 00:19:00,1976-03-25 00:23:00,1976-03-25 00:25:00,C6.0,688
1976-03-25 06:14:00,1976-03-25 06:15:00,1976-03-25 06:19:00,C3.0,690
1976-03-25 07:03:00,1976-03-25 07:04:00,1976-03-25 07:09:00,C6.0,688
1976-03-25 11:48:00,1976-03-25 12:16:00,1976-03-25 13:28:00,M1.0,690
1976-03-25 20:38:00,1976-03-25 20:41:00,1976-03-25 20:48:00,C2.0,690
1976-03-25 22:07:00,1976-03-25 22:08:00,1976-03-25 22:23:00,C5.0,690
1976-03-26 00:01:00,1976-03-26 00:04:00,1976-03-26 00:04:00,C9.0,690
